Work Number;Artists;Title;Date;Date (Acquisition);Credit Line;Prize in £ (Original Prize); Prize normed ; Gender ;
;QUAYTMAN, R. H. born 1961;Spine, Chapter 20 (The Sun) (2001-10);;2014-2015;presented;$14,000; 8.820,00   ; (Female) ;
;QUAYTMAN, R. H. born 1961;Spine, Chapter 20 (iamb / Graham) (2010);;2014-2015;presented;$10,000; 6.300,00   ; (Female) ;
;QUAYTMAN, R. H. born 1961;Op[ma, Chapter 3 (2004);;2014-2015;presented;$8,000; 5.040,00   ; (Female) ;
;QUAYTMAN, R. H. born 1961;Cherchez Holopherne, Chapter 21 (2011);;2014-2015;presented;$27,200; 17.136,00   ; (Female) ;
;QUAYTMAN, R. H. born 1961;Spine, Chapter 20 (Beard) (2010);;2014-2015;presented;$18,000; 11.340,00   ; (Female) ;
;QUAYTMAN, R. H. born 1961;Spine, Chapter 20 (2010);;2014-2015;presented;$20,000; 12.600,00   ; (Female) ;
;RAWSTHORNE, Isabel 1912-1992;Male Baboon (circa 1964);;2014-2015;presented;7,000; 7.000,00   ; (Female) ;
;RAWSTHORNE, Isabel 1912-1992;Baboon and Child (circa 1964);;2014-2015;presented;7,000; 7.000,00   ; (Female) ;
;RAY-JONES, Tony 1941-1972;Wimbledon Sta[on (1967);;2014-2015;presented;1,500 *; 1.500,00   ; (Male) ;
;RAY-JONES, Tony 1941-1972;Wormwood Scrubs Fair, London (1967);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;RAY-JONES, Tony 1941-1972;Norng Hill Gate (1967);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;RAY-JONES, Tony 1941-1972;Trooping the Colour, London (1968, printed c. 1976-1979);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;RAY-JONES, Tony 1941-1972;Brook Street, London (1968, printed c. 1976-1979);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;RAY-JONES, Tony 1941-1972;Brick Lane Market (1967);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;REDGRAVE, Richard 1804-1888;The Sempstress (1846);;2014-2015;presented;150,000; 150.000,00   ; (Male) ;
;RIBOUD, Marc born 1923;London (1954);;2014-2015;purchased;2,000 *; 2.000,00   ; (Male) ;
;RIBOUD, Marc born 1923;Song of Caruso, London (1975);;2014-2015;purchased;2,000 *; 2.000,00   ; (Male) ;
;RICHARDS, James born 1983;Not Blacking Out, Just Turning the Lights Off (2011);;2014-2015;purchased;18,000; 18.000,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Panificio Morello) (2013);;2014-2015;presented;6,500; 6.500,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Via Della Loggia) (2012);;2014-2015;presented;6,500; 6.500,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Frangiai) (2012);;2014-2015;presented;6,500; 6.500,00   ; (Male) ;
;RIDDY, John born 1959;Rome (Federico Fellini) (1999);;2014-2015;presented;3,500; 3.500,00   ; (Male) ;
;RIDDY, John born 1959;Rome (Borghese) (1999);;2014-2015;presented;3,500; 3.500,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Giardini Inglese) (2013);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Carmine) (2012);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Piazza Marina) (2012);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Palazzo Delle Poste) (2012);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Giovanni) (2013);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;RIDDY, John born 1959;Palermo (Calena San Erasmo) (2012);;2014-2015;purchased;5,525; 5.525,00   ; (Male) ;
;ROBERTSON, Grace born 1930;Percoat Lane, London (1948, later print);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;ROBERTSON, Grace born 1930;A Private Moment, Banersea, London (1945, later print);;2014-2015;presented;2,000 *; 2.000,00   ; (Female) ;
;ROBERTSON, Grace born 1930;Percoat Lane, London (1948, later print);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;ROBERTSON, Grace born 1930;Mother's Day Off (1954);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;ROBERTSON, Grace born 1930;The Art Lover (1952);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;ROBERTSON, Grace born 1930;At the End of the Day, Women's Pub Ou[ng, London (1956);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;ROBERTSON, Grace born 1930;Early Morning, The Start of the Day for a London Women's Pub Ou[ng (1954, later print);;2014-2015;presented;1,500 *; 1.500,00   ; (Female) ;
;RUSCHA, Edward born 1937;Ring (2013);;2014-2015;presented;10,000; 10.000,00   ; (Male) ;
;RUSCHA, Edward born 1937;History Kids (2013);;2014-2015;presented;10,000; 10.000,00   ; (Male) ;
;RUSCHA, Edward born 1937;Periods (2013);;2014-2015;presented;10,000; 10.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Three Wise Women (1954);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;The Last of the Teddy Girls (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Freewheelin (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Rock Steady (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;A Window on High Fashion (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;A Ques[on of Taste (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Happy Week-end (1956);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Hip Bath (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;In Your Dreams (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Un[tled (1954);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUSSELL, Ken 1927 - 2011;Barrell Boy (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;RUTHENBECK, Reiner born 1937;Red Cloth with Stretcher Rotes Tuch mit Spannrahmen (1973);;2014-2015;presented;2,500; 2.500,00   ; (Male) ;
;RUTHENBECK, Reiner born 1937;Corner Cloth Eckentuch (1974, 1975);;2014-2015;purchased;€30,000 (£25,129.78); 25.129,78   ; (Male) ;
;SASNAL, Wilhelm born 1972;Gaddafi 2 (2011);;2014-2015;presented;€ 65,000 (£53,560); 53.560,00   ; (Male) ;
;SASNAL, Wilhelm born 1972;Gaddafi 3 (2011);;2014-2015;presented;€ 100,000 (£82,400); 82.400,00   ; (Male) ;
;SASNAL, Wilhelm born 1972;Gaddafi 1 (2011);;2014-2015;purchased;€ 8,000 (£6,578); 6.578,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled, London (1997);;2014-2015;presented;250 *; 250,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;250 *; 250,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled, London (1997);;2014-2015;presented;250 *; 250,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled, London (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled, London (1997);;2014-2015;presented;250 *; 250,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled, London (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SAWYER, Errol born 1943;Un[tled (1997);;2014-2015;presented;200 *; 200,00   ; (Male) ;
;SCANLAN, Joe born 1961;Last Call Do It Yourself (Annlee) (2002);;2014-2015;presented;£ 12,088.39 (US $ 20,000.00); 12.088,39   ; (Male) ;
;SCANLAN, Joe born 1961;DIY or How to Kill Yourself Anywhere in the World for under $399 (2002);;2014-2015;presented;£ 12,088.39 (US $ 20,000.00); 12.088,39   ; (Male) ;
;SCHADEBERG, Jurgen born 1931;Disco, London (1982);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SCHADEBERG, Jurgen born 1931;Dockland, London (1975);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SCHADEBERG, Jurgen born 1931;Gulbenkian out for a stroll, London (1968);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SEED, Brian;Daniel Barenboim and Jacqueline du Pres in London restaurant (c.1960);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEED, Brian;Sir Winston Churchill and Lady Churchill in car, and reflec[ons of admirers on the window (c.1960);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEED, Brian;Fog in London, with a policeman on the foregroud (c.1950-60);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEED, Brian;London Schoolboys Exhibi[on (1958);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEED, Brian;Fern Street Senlement, Children's Charity, East End (1957);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEMPLAY, Jagtar;Polling Day, Stepney from the East End Project (1992);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEMPLAY, Jagtar;Bass Clef Club, Hoxton from the East End Project (1990-92);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEMPLAY, Jagtar;Brick Lane from the East End Project (1990-92);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEMPLAY, Jagtar;Church doorway, Ocean Estate, Stepney fron the East End Project (c.1990-92);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SEMPLAY, Jagtar;Radcliffe Lane, Lime House Sta[on, Church doorway presented from the East End Project (1990-92);;2014-2015;presented;500 *; 500,00   ; (Unknown) ;
;SHAND KYDD, John;Gavin and Frances Turk (1996);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SHAND KYDD, John;Pauline Daly (1997);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SHAND KYDD, John;Gary Hume, Amanda Ooms (1996);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SHAND KYDD, John;Man Collishaw, Abigail Lane at St John (April 1996);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SHAND KYDD, John;Gary Hume, Cerith Wynn Evans with love bite from Louise Wilson (1996);;2014-2015;presented;250 *; 250,00   ; (Male) ;
;SHAWCROSS, Conrad born 1977;Maquene for Con[nuum (2004);;2014-2015;presented;35,000; 35.000,00   ; (Male) ;
;SHRIGLEY, David born 1968;No[ce (1997);;2014-2015;presented;1,500; 1.500,00   ; (Male) ;
;"SHUNK, Harry 1942–2006
KENDER, János 1937–1983";"Group of 305 photographs various dates 1957-79:
World Tour; Shunk-Kender 'Cemetery' Series; Shunk-
Kender Street Photography; Shunk-Kender S[ll Life;
Shunk-Kender 'World Tour' Series, Berlin; Janos
Kender Portrait; Travel Photography; Olivier
Boissière Portrait with Wife (Citroën series), Paris
(1957-58)";;2014-2015;presented;"$305,000
(£222,428)"; 222.428,00   ; (Group) ;
;SINGH, Dayanita born 1961;Go Away Closer (2007);;2014-2015;purchased;140,000; 140.000,00   ; (Female) ;
;Slavs and Tatars;Love Letters (No. 7) (2014);;2014-2015;purchased;€12,127.28 (£9,500.00); 9.500,00   ; (Group) ;
;SMITH, Bob and Roberta born 1963;It Is Wednesday Before I Call Nicolas Bourriaud (from Off Voice Fly Tip - Part 2) (2009);;2014-2015;presented;17,000; 17.000,00   ; (Group) ;
;SMITH, Bob and Roberta born 1963;I Said To Bourriaud (from Off Voice Fly Tip - Part 5) (2009);;2014-2015;presented;17,000; 17.000,00   ; (Group) ;
;SMITH, Bob and Roberta born 1963;I Went To An Event At The Tate (from Off Voice Fly Tip - Part 7) (2009);;2014-2015;presented;17,000; 17.000,00   ; (Group) ;
;SMITH, Edwin 1912-1971;East Street, Walworth (unknown);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SMITH, Edwin 1912-1971;Bookstall (unknown);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SMITH, Edwin 1912-1971;Whitechapel public house (1938);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;SMITH, Kiki born 1954;Bird with Stars (2005);;2014-2015;presented;$1,000 (£611); 611,00   ; (Female) ;
;SOEST, Gilbert c.1605-1681;Portrait of a Lady as a Shepherdess (c.1670);;2014-2015;transferred;120,000; 120.000,00   ; (Male) ;
;SOEST, Gilbert c.1605-1681;Double Portrait (c.1645-8);;2014-2015;transferred;60,000; 60.000,00   ; (Male) ;
;SPENCER, Jean 1942-1998;White Relief (1969);;2014-2015;purchased;8,000; 8.000,00   ; (Female) ;
;STEELE-PERKINS, Chris born 1947;Thalidomide Vic[m Gets Married, London from the series The Pleasure Principle (c.1990, printed 2007);;2014-2015;presented;2,000 *; 2.000,00   ; (Male) ;
;STURTEVANT, Elaine 1924 - 2014;Trilogy of Transgression (2004);;2014-2015;purchased;33,000; 33.000,00   ; (Female) ;
;SUMINSKI, Tadeusz 1924-2009;Tubing, Racibórz Boiler Factory (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Racibórz Boiler Factory (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Air Heater Rotor, Racibórz Boiler Factory (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Profiled Steel, Pafawag (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Tyres, Debica (1963);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Generators, Wroclaw (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Watch Parts, Blonie (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;SUMINSKI, Tadeusz 1924-2009;Cigarenes, Czyzyny (1962);;2014-2015;purchased;€ 1,350; 1.039,50   ; (Male) ;
;Suschitzky, Wolfgang;Embankment (1937);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;Suschitzky, Wolfgang;Charing Cross Road (1934);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road, Tatler Newsreel Theater (circa 1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;East End, London (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Coliseum Dairy, Charing Cross Road, London (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road, London (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road, London (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Cambridge Circus, London (c.1936);;2014-2015;presented;1,500 *; 1.500,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Fair on Streatham Common, London (1976);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Easter Fair, Hampstead Heath (1964);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Backyard, Charing Cross Road (1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (The Garrick) (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Thames, London (c.1949);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Victoria Bus Terminal (1939);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Picadilly Line, London (1938);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Off Charing Cross Road (c.1936);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (the truth) (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Milkman with weekly bill, Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Nine Elms, London (1958, printed 1998);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Nine Elms, London (1958);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Hampstead Heath Fair, Easter, London (1934);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Embankment (c.1935);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;East End, London (c.1934);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Port of London (c.1935);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Thames towards Westminster (c.1948);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Un[tled, London (1950);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;St James's Park, London (1962);;2014-2015;presented;3,000 *; 3.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Hurlingham Club, London (1939);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Sheep in Hyde Park (1937);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Whitehall from Trafalgar Square (1953);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Hampstead Heath Fair, Easter (1940, printed 1998);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Linle Venice, London 1980, printed 1988;;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Rupert Street Market, Soho, London (1980);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Coal for the powersta[on, Thames, London (1951, printed 1998);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;East End, London (1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;St Pauls (1942);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;V.E Day Picadilly Circus (1945, printed 1998);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Near Nine Elms (1958);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Cor Blimey, the Fan Dancer', Hampstead Heath Fair (1934);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Thames (1950);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Hampstead Heath Extension, London (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Fes[val of Britain (1951);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;London Docks (1935, printed 1998);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Hampstead Heath Fair (1934);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (1935);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Embankment (1947);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;London (c.1935, printed later);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;East End, London (1955);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Sheep in Hyde Park, London (1937);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
;SUSCHITZKY, Wolfgang born 1912;Charing Cross Road (Foyles) (c.1936);;2014-2015;presented;1,000 *; 1.000,00   ; (Male) ;
